"Nama dan Tanggal","Nama","Tanggal","Rating","Review"
"evie sembiring 23 Februari 2021 	","evie sembiring","23 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Maag saya kambuh dan berat sekali rasanya ke dokter. Untung ada halodoc. Selesai konsultasi online resep lgsg bisa diorder lewar gojek. Makasih banyak."
"ocky aditya 23 Februari 2021 	","ocky aditya","23 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Mantap, super cepat pengiriman nya. Semoga obatnya juga manjur dan cepet berkhasiat secepat pengiriman nya. Sukses trs halodoc."
"Siswanto Bambang 5 April 2021 	","Siswanto Bambang","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Untuk pelayanan pengobatan dan penyembuhan."
"Davin Catra 27 Februari 2021 	","Davin Catra","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Halo doc,saya ibu dari balita usia 33 bln,beberap hari ini telinga anak saya sebelah kanan keluar cairan dan bau. Si anak sering kdang memukul telingan dengan telapak tangan kira-kira kenapa ya doc,trs kira-kira dikasih obat apa yg tepat. Terima kasih sebelumnya"
"Tan Han Jaw 27 Februari 2021 	","Tan Han Jaw","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih kepada aplikasi halodoc, karena di saat tengah malam saya sakit pinggang salah satu rekan dokter yg bernama dr.Fenny sangat membantu sakit saya"
"Murry Setiawan 9 April 2021 	","Murry Setiawan","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Buatin dokter yg bisa chat gratis donk..."
"valqeyorl buni 22 Maret 2021 	","valqeyorl buni","22 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Di masa pandemi seperti ini begitu sangat membantu, cukup klik halodoc bisa terhubung dan konsultasi, obat langsung diantar.."
"Kaka Ibnu 23 Februari 2021 	","Kaka Ibnu","23 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Saya suda melakukan pembayaran utk chat, pembayaran berhasil. Tp kenapa gk bisa chat dan dokter malah sibuk, gimana ini??!!"
"Anastasia Ayu 28 Februari 2021 	","Anastasia Ayu","28 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Kesekian kali konsul sm dokter2 di halodoc, kali ini konsul sm dr. Nency Sp.A, bingung hari minggu dokter2 spesialis pada libur praktek terima kasih ya dok..."
"atiq zulfia 18 Maret 2021 	","atiq zulfia","18 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali. Obat bisa langsung diantar saat itu juga jika di gopay atau halodoc ada saldo. Greatt 😊"
"Alif Ridwan 18 Februari 2021 	","Alif Ridwan","18 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Baru instal aplikasi ini...wlopun udh tau dr dulu hehehe ternyata bagus...lengkap dan mudah...instal krna mau coba konsul sama dr gizi...ahh keren...dokternya asik...terima kasih dr Aditya mulyantari sp.gk"
"ndy Tried 10 Februari 2021 	","ndy Tried","10 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Saya pesan obat via halodoc, di status terkirim pdhl saya ga Terima obatnya. Ditlp cs nya ktnya mau diurus tp sampai skrg boro2 ada penyelesaian, ktnya aplikasi bagus tp pelayanan buruk"
"Delly Juliardi 10 Februari 2021 	","Delly Juliardi","10 Februari 2021","Diberi rating 3 bintang dari 5 bintang","Hai halodoc, saya mau cari swab antigen dari rs/klinik terdekat tapi kok reading terus ya? Kayak crash gitu. Mohon dibantu"
"Melinda Pratama 8 April 2021 	","Melinda Pratama","8 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu. Terimakasih halodoc"
"Kurniawan Syahid 24 Maret 2021 	","Kurniawan Syahid","24 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi yang sangat bagus dan semua dokter yang ada didalamnya sangat bertanggung jawab bangat semoga aplikasi dapat berkembang lebih baik lagi dimasa yang akan datang"
"Rido Prastio 11 April 2021 	","Rido Prastio","11 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus dan dokter nya recommended semua"
"bayu radityas 3 Maret 2021 	","bayu radityas","3 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Cukup baik tetapi perlu diperbaiki di bagian verifikasi dengan kode OTP atau pembayaran dengan Gopay karena harus berulang2 baru sukses. Terima kasih"
"Fenny Melisa 11 Februari 2021 	","Fenny Melisa","11 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat terbantu sekali saat pandemi seperti ini untuk konsul dengan dokter. Obat juga dikirim langsung tanpa harus ke apotek. Bayarnya juga bisa cashless."
"Helen Helen 23 Februari 2021 	","Helen Helen","23 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sgt mudah mengunakan halodoc.tdk usah repot2 antri2 d rs n klinik. cukup klik aja sdh bs konsultasi n d ksh resep obat..tks Halodoc..semoga semua dokter nya sukses..Amin..😇🙏🏻"
"Novia Fakhrie 7 April 2021 	","Novia Fakhrie","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu,cepat praktis. Sanngat memuaskan"
"andrias 22 Maret 2021 	","andrias","22 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Tiba2 log out, dan saat verifikasi, kode tidak dikirim melalui sms, apakah sedang error?"
"nisa mahardini 2 Maret 2021 	","nisa mahardini","2 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Di era pandemi seperti ini, dokter yang bisa konsultasi online sangat membantu. Terima kasih."
"acun Woen 12 Maret 2021 	","acun Woen","12 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Perlayaan nya baik dan sopan. Dan lokasi nya mudah dan area nya luas sehingga memudahkan kami untuk mendapatkan vaksin dan dapat menjalankan proses 5M bravo"
"Natalia Kwee 6 April 2021 	","Natalia Kwee","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Sanggat membantu, aman selagi masa Pandemi apa lagi malas antri, penjelasannya sanggat memuaskan"
"Herlina Widjaya 18 April 2021 	","Herlina Widjaya","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Sgt terbantu dgn aplikasi.ini. dokternya baik2 semua"
"Chilfia Fina 28 Februari 2021 	","Chilfia Fina","28 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Konsultasi dokter sangat baik dan cepat direspon, tapi begitu pesan obat malah status pembayarannya dibatalkan terus iihhh...sebel."
"rahmani rahmah 15 April 2021 	","rahmani rahmah","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus banget. Saya suka dengan aplikasi ini."
"Ayudya Syofian 27 Maret 2021 	","Ayudya Syofian","27 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Sudah melakukan pembayaran tapi dokternya malah gak bisa di chat. terimakasih sudah di refund"
"januarso budhy prasetyo 5 April 2021 	","januarso budhy prasetyo","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus pelayanan baik jelas dan cepat"
"Wowood Wares 13 Maret 2021 	","Wowood Wares","13 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu di saat pandemi seperti ini. Dokternya juga baik, dan sangat sabar menjawab keluhan pasien👍👍"
"Siti Rohimatun Nisaa' 30 Maret 2021 	","Siti Rohimatun Nisaa'","30 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Konsultasi dengan dokter lebih mudah dan lebih menenangkan saat panik sehingga bisa memberikan pertolongan pertama saat sakit"
"nurfitri handayani 24 April 2021 	","nurfitri handayani","24 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus bnget pelayanannya,"
"sniper borneo 25 Maret 2021 	","sniper borneo","25 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Selamat siang halo dokter, tdi barusan saya dapat telpon dari yg mengatasnamakan cs halo dokter, dia menjelaskan tentang claim dana sebesar 2 jt, dan dia minta data lengkap email dan no rekening bank... Awal2nya meyakinkan tapi aneh kok tau email kita, dan nama kita.... Kemudian minta lagi no rek un... Ulasan Lengkap"
"Hari Purnomoaji 7 April 2021 	","Hari Purnomoaji","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Selalu dikasih bonus tiap kaki beli obat pake Halo doc"
"Syaefi Idris 25 Maret 2021 	","Syaefi Idris","25 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah fast respon dan dokternya menjawab semua pertanyaan . Sangat membantu, terimakasih halodoc"
"Anez Reza 20 April 2021 	","Anez Reza","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Thanks aplikasi ini sangat membantu👍"
"Adventia Theophilia 9 April 2021 	","Adventia Theophilia","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Cepat tanggap, app. Nya tidak ribet"
"Ekky Nurlillah 19 April 2021 	","Ekky Nurlillah","19 April 2021","Diberi rating 5 bintang dari 5 bintang","Best tempat Konsul terbaik buat Aku .."
"charlotte trias 21 Februari 2021 	","charlotte trias","21 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Saat malam malam sakit,kontak halodoc langsung konsuli dan obat di kirim,jd sangat membantu ,hingga sy infokan ke teman teman"
"Andri Pamungkas_0129 30 Maret 2021 	","Andri Pamungkas_0129","30 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Ini apk bukan buat orang kelas bawah, tibang mau nanya obat aja harus bayarr 🤦‍♂️🤦‍♂️🤦‍♂️ Sungguh miris negeri ini' ktika org pintar yang d beri anugerah tak bisa membantu dengan ihklas' Seakan Uwang lebih kuasa dari tuhan🤦‍♂️🤦‍♂️"
"Dian Riana 18 Maret 2021 	","Dian Riana","18 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Membantu memfasilitasi pendaftara n vaksinasi covid utk lansia, gak perlu ke apotek saat butuh obat tapi males keluar rumah"
"M Hadi Saputro 31 Maret 2021 	","M Hadi Saputro","31 Maret 2021","Diberi rating 5 bintang dari 5 bintang","mantab, kemaren saya putus koneksi ketika mau chat dokter, saya beri ulasan 1 bintang lansung ditelpon pihak halodoc dan dikembalikan uangnya mantab"
"Ratna Kurnianingsih 31 Maret 2021 	","Ratna Kurnianingsih","31 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu sekali bahkan bisa diresepkan dokter, obat jg bisa dikirim via online.. Terima kasih Halodoc"
"Bukhori Muslim 26 Maret 2021 	","Bukhori Muslim","26 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah di saat pandemi saat ini halodoc sangat membantu Terima kasih Sukses selalu🙏"
"lalaa 4 April 2021 	","lalaa","4 April 2021","Diberi rating 5 bintang dari 5 bintang","sangat membantu,respon cpt,makasih"
"Kirana Lugina Purnama 21 April 2021 	","Kirana Lugina Purnama","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Sngt terbntu skli dg adany aplikasi ini...maju terus halo doc"
"Tawon Liar 1 Maret 2021 	","Tawon Liar","1 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Halo kak,,alamat saya tidak ada di map,,dan tidak bisa mencantumkan alamat secara manual..bagaimana itu kak..?"
"Kaleb Herino 22 Maret 2021 	","Kaleb Herino","22 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Entah aplikasi nya atau pihak ketiga (apotek) nya nihh...di olshop sedia barang kondisi ED >2th, laaah ini beli langsung ke apotek via halodoc n gojek dikasih obat ED <6bulan..."
"Amilia Lia 23 April 2021 	","Amilia Lia","23 April 2021","Diberi rating 5 bintang dari 5 bintang","Respon dokter sangat cepat"
"Zayana channel 12 April 2021 	","Zayana channel","12 April 2021","Diberi rating 5 bintang dari 5 bintang","Good gk perlu antri ke rumah sakit"
"Eng Seng Jo 21 April 2021 	","Eng Seng Jo","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Proffesional..cepat tanggap"
"Ferri Yulianto 20 April 2021 	","Ferri Yulianto","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu dan sangat mudah di gunakan"
"Aisyah Nurliana 21 Maret 2021 	","Aisyah Nurliana","21 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Apk nya membantu sekali untuk saya yang jauh dari vet, terutama dokter suci, dokter hewan yang ramah bgt selalu Konsul ke dokter suci"
"Dzakiyyah I 24 April 2021 	","Dzakiyyah I","24 April 2021","Diberi rating 5 bintang dari 5 bintang","Baru pertama kali saya menggunakan halodoc sangat membantu saya terimakasih halodoc"
"Heri Astuti 29 Maret 2021 	","Heri Astuti","29 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Tks halodoc sangat membantu. Untuk mendapt kan resep tanpa hrs pergi ke dokter."
"Dian Safitri 3 Maret 2021 	","Dian Safitri","3 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Pengalaman pertama menggunakan aplikasi ini sangat bagus..semoga bermanfaat dan dapat membantu menyembuhkan"
"lia puji utanto 6 April 2021 	","lia puji utanto","6 April 2021","Diberi rating 5 bintang dari 5 bintang","Cara mudah berkonsultasi dengan dokter."
"Sutiyono 1 Maret 2021 	","Sutiyono","1 Maret 2021","Diberi rating 1 bintang dari 5 bintang","No hp yang muncul untuk otentikasi bukan no hp saya, tolong tim IT bagian Back end diperbaiki yaa. Thx"
"Tetty Hermawati 4 April 2021 	","Tetty Hermawati","4 April 2021","Diberi rating 5 bintang dari 5 bintang","menolong sekali aplikasinya saat darurat dan ada anak2 yg tidak bisa ditinggal di rumah, terima kasih halodoc"
"J J S Channel 18 Februari 2021 	","J J S Channel","18 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi pintar dan sangat membantu sekali dimasa pandemi seperti ini. Gk perlu antriii lama di apotek2 Gk perlu antriii lama juga dikasir apotek.. Tinggal pakai gopay Terima kasih Halodoc"
"Fajar suci Lestari 1 Maret 2021 	","Fajar suci Lestari","1 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Halodoc. Sistem Pembayaran kok cuma pakai Gopay ? Tidak bisa kah Pembayaran di lakukan di Indomaret/Alfamaret?"
"Lia Kurniasih 15 Maret 2021 	","Lia Kurniasih","15 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih halodoc, mempermudah saya untuk berobat tanpa perlu datang ke klinik dimasa pandemi gini."
"Subhan Kamaluddin 16 Februari 2021 	","Subhan Kamaluddin","16 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Sangat membantu sebenarnya, namun untuk pengiriman ongkosnya agak mahal, menggunakan kurir reguler yg biasanya tarif 10 ribu tapi kena 12 ribu"
"Tengku Family 6 April 2021 	","Tengku Family","6 April 2021","Diberi rating 1 bintang dari 5 bintang","Uang habis 50 rb utk konsul,,tapi.. resep gak dapat.. malah dicuekin sam dokternya.. padahal posisi saya sedang sakit"
"Sukma Arsyad 30 Maret 2021 	","Sukma Arsyad","30 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Cukup mempermudah saya untuk konsul, dan membuat janji dengan dokter sekitar lingkungan tempat tinggal saya."
"Natalia Risti 2 April 2021 	","Natalia Risti","2 April 2021","Diberi rating 2 bintang dari 5 bintang","Ini Kedua x nya beli obat lewat halodoc, tpi kali ini tidak disertaka nota pembeliannya."
"kittycat 18 Maret 2021 	","kittycat","18 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Untuk metode pembayaran menyulitakan kenpa harus hanya go pay. Untuk isi saldo juga pakai debit gk bisa top up melalui rekening bank dam sejisnya. Pdahal udh happy ada dr hewan dsni😭😭😭"
"selvia alyssa 23 April 2021 	","selvia alyssa","23 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya baik dan ramah."
"Anggie Maura Safitri 28 Februari 2021 	","Anggie Maura Safitri","28 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Terbaik sihhh menurutkuu, selalu jadi andalan, karna diriku paling gasuka belanja ke apotik apalagi jaman pandemi, lebih aman apa"" beli di online"
"Yulia Fitria 10 April 2021 	","Yulia Fitria","10 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokter nyaa bagus, respon cepat"
"muhammad iqbal 24 Maret 2021 	","muhammad iqbal","24 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih halodoc. Terkhusus untuk dr. Wid patria Sp.S yang sangat sabar dan ramah mendengarkan konsultasi pasien🙏👍"
"Rama Aditya 16 April 2021 	","Rama Aditya","16 April 2021","Diberi rating 3 bintang dari 5 bintang","Ini gabisa disambung kn ke gopay gmn ya?"
"Indah Setiarini Erganda 27 Februari 2021 	","Indah Setiarini Erganda","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","saya baru instal, tapi kak kenapa yaaa aku sambung ke gopay tulisannya no. tidak terdaftar padahal no gopaynya sudah benar dan terverifikasi. kalau sudah benar saya edit bintangnya, trims kak."
"Vivo Sayaid 18 Maret 2021 	","Vivo Sayaid","18 Maret 2021","Diberi rating 3 bintang dari 5 bintang","Mau nanya kalo kita konsul/chat sm doctornya d kenakan tarif ya kan ad d bawah tarifnya 25K sampai lebih dari 100k"
"dewi puspitasari 3 April 2021 	","dewi puspitasari","3 April 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah pelayanan cepat, dokter nya ramah, harga obat dapat d jangkau"
"Sarana Properti 18 April 2021 	","Sarana Properti","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu di musim pandemi"
"Dwi Tirta Ramadhan 17 Maret 2021 	","Dwi Tirta Ramadhan","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Oke good, ini konsultasi pertama untuk kehamilan istri saya, semoga berkah, dan sehat semua yaa, aamiin"
"yohana irma 21 April 2021 	","yohana irma","21 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi sangat membantu"
"Afrian Fahrudin 28 Februari 2021 	","Afrian Fahrudin","28 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu, semoga resep obatnya berkhasiat untuk kesembuhan anak saya. Terimaksih halodoc"
"Jibays 1 April 2021 	","Jibays","1 April 2021","Diberi rating 1 bintang dari 5 bintang","Slow response adminnya. Kalo duit aja cepet, kalo komplain atau ada kendala leleeettt paraaahh 👎👎"
"asept nugroho 23 Februari 2021 	","asept nugroho","23 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Harga bagus..sayang overload slow respon ,ditelpon cs nya susah masuk..hasil.rapid antigen 1 jam bisa lebih dr 24 jam"
"Muhamad Jahid Jamal 7 April 2021 	","Muhamad Jahid Jamal","7 April 2021","Diberi rating 5 bintang dari 5 bintang","Good,pelayanannya ramah sekali"
"Riki Sanjaya 6 Maret 2021 	","Riki Sanjaya","6 Maret 2021","Diberi rating 1 bintang dari 5 bintang","Respon costumer servies ya lelet lambat, tidak ada solusi, yg bermasalah tuh dari apk halodok ya yg gk bisa singkron"
"Febria Setiana 18 Maret 2021 	","Febria Setiana","18 Maret 2021","Diberi rating 4 bintang dari 5 bintang","saya mau konsul, sudah bayar pake gopay, tp malah gagal konsul dan balik lg ke menu awal -- Sudah direfund dan sudah jd konsul"
"Rizki Rachmat 9 April 2021 	","Rizki Rachmat","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi keren dan sangat membantu"
"I Manik Halvenda 8 Maret 2021 	","I Manik Halvenda","8 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Mau auntik vaksin mandiri apa kusus buat lansia atau segala umur di aplikasi ini???"
"Diana lusi 17 Februari 2021 	","Diana lusi","17 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Saya suka pakai aplikasi ini. Bisa konsultasi dgn murah dah tdk perlu jauh jauh ke rumah sakit."
"Wenty Dian 24 Maret 2021 	","Wenty Dian","24 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Untuk konsul dan beli obat di halodoc mudah banget, dengan aplikasi begini gak perlu report keluar lagi.. Cukup konsul dan beli obat tunggu di rumah deh"
"Dona Aluna Shanti 21 April 2021 	","Dona Aluna Shanti","21 April 2021","Diberi rating 5 bintang dari 5 bintang","aplikasi halodoc benar² sangat membantu 😍"
"Azarya Sumanto 5 April 2021 	","Azarya Sumanto","5 April 2021","Diberi rating 5 bintang dari 5 bintang","Pelayanan bagus sangat puas saya"
"Azizul 94 3 April 2021 	","Azizul 94","3 April 2021","Diberi rating 5 bintang dari 5 bintang","Sudah bagus. Mungkin bisa di mudahin lagi, buat cek tokonya di daerah mana"
"Edwin Adiananda 16 Maret 2021 	","Edwin Adiananda","16 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dalam kondisi sulit keluar rumah, dgn ada nya halodoc ini sangat membantu banget. Terimakasih. Barakallah.."
"dima oktafia 13 April 2021 	","dima oktafia","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Siip Memudahkan dan membantu sekali"
"Suhar Saputra 3 Maret 2021 	","Suhar Saputra","3 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Mantap sangat membantu sekali terima kasih halodoc mudah""an untuk ke depan nya lebih berkembang"
"Cipto Ragle 14 Februari 2021 	","Cipto Ragle","14 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Layanan dokter sangat cepat respon nya dan komunikasi saya di terima dengan baik dan tepat.terima kasih"
"Idola Ganta 16 April 2021 	","Idola Ganta","16 April 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu di saat pandemi"
"anna rusiani 27 Februari 2021 	","anna rusiani","27 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Setiap pesan, obat cepat datang. Sangat membantu sekali disetiap kondisi saya."
"Paul Butar Butar 29 Maret 2021 	","Paul Butar Butar","29 Maret 2021","Diberi rating 2 bintang dari 5 bintang","Hallo dok apa benar kalau telat datang bulan hampir 3 bulan postif hamil? Mohon petunjuk nya dok..."
"PRANA DWI WARDHANA 23 Februari 2021 	","PRANA DWI WARDHANA","23 Februari 2021","Diberi rating 4 bintang dari 5 bintang","Aplikasinya mudah dn sangat membantu, mau 5 tapi blm lah 4 aja dulu semoga semakin responsif dalam melayani saat konsul.. terimakasih halodoc"
"Michelle Andriana 22 Februari 2021 	","Michelle Andriana","22 Februari 2021","Diberi rating 1 bintang dari 5 bintang","Apotik atau toko beli barang harga awal 45.000 tiba tiba waktu mau beli naik 60.000 kurang ajar banget"
"Dien Triana 18 April 2021 	","Dien Triana","18 April 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya ramah dan komunikatif"
"budi setiawan 14 April 2021 	","budi setiawan","14 April 2021","Diberi rating 5 bintang dari 5 bintang","Terima kasih Dok atas resep nya"
"etik ekawati 7 Maret 2021 	","etik ekawati","7 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Mantap pokoknya, lagi musim begini anak sakit jadi makin mudah nanganinnya. Terimakasih banyak🙏"
"Astuti Asri 10 Maret 2021 	","Astuti Asri","10 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu ibu yg kurang mobile n dimasa pandemi ini. kedepannya semoga bisa pilih apotik."
"Alhapra 13 Februari 2021 	","Alhapra","13 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi freeze di HP saya ketika masuk tampilan awal aplikasi (Redmi Note 8), mohon bantuannya :))"
"Shiposh MEME 10 April 2021 	","Shiposh MEME","10 April 2021","Diberi rating 1 bintang dari 5 bintang","Kok bayar di iklan katanya gratis"
"ninis khoirunnisa 23 Februari 2021 	","ninis khoirunnisa","23 Februari 2021","Diberi rating 3 bintang dari 5 bintang","kak, untuk masuk ke kalender kehamilan kok sekarang ga ada di menu ya???"
"Ayunda desya Kusumawardani 16 April 2021 	","Ayunda desya Kusumawardani","16 April 2021","Diberi rating 4 bintang dari 5 bintang","Proses dari apotik terlalu lama"
"devi eris 16 Februari 2021 	","devi eris","16 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Sangat membantu. Tolong jgn mhl2 kalau konsul. Kami pasien juga butuh bantuan konsultasi"
"Aguz R 3 April 2021 	","Aguz R","3 April 2021","Diberi rating 5 bintang dari 5 bintang","Asli bagus banget jam 12 mlm nyari obat pilek buat anak langsung sampai pakai gojek.."
"Aryani Akhmad 9 April 2021 	","Aryani Akhmad","9 April 2021","Diberi rating 5 bintang dari 5 bintang","Saya suka aplikasi ini sangat membantu."
"Purwo Setyanto 8 Maret 2021 	","Purwo Setyanto","8 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Memudahkan sekali untuk berkonsultasi dengan dokter dan membeli obat , sangat sangat memudahkan, aplikasi yang bagus"
"Mario Sarmento 3 Maret 2021 	","Mario Sarmento","3 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Halo doc. Ada gatal dan bintik kmudian keluar nanah di selangkangan paha .minta petunjuk doc"
"Nur Suci 13 Maret 2021 	","Nur Suci","13 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Saya pengguna baru ehh 3x ada masalah tp pas ke 4x nya sudah bagus terimakasih, ini penilaian bisa saja berubah kalau makin ke sini nya bagus pelayanan nya"
"selly indrasari 1 Maret 2021 	","selly indrasari","1 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Alhamdulillah, bisa dapetin obatnya tanpa repot ke apotek, terimakasih 👍 Konsultasi dengan dokter sangat lancar dan cepat"
"Heri Susanto 13 April 2021 	","Heri Susanto","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Mudah dan informasinya lengkap"
"Bao Bao Ling Ling 23 April 2021 	","Bao Bao Ling Ling","23 April 2021","Diberi rating 5 bintang dari 5 bintang","Toppp sangat membantu terimakasih"
"Meindila Vicka 18 Februari 2021 	","Meindila Vicka","18 Februari 2021","Diberi rating 3 bintang dari 5 bintang","Kenapa akun hallodoc saya tidak bisa tersambung dengan gopay... Padahal saldo gopay saya sudah ada isinya. Mohon diperbaiki"
"Setyo A. purwadi 20 April 2021 	","Setyo A. purwadi","20 April 2021","Diberi rating 5 bintang dari 5 bintang","Bagus buat referensi kesehatan"
"erlyn liana 15 April 2021 	","erlyn liana","15 April 2021","Diberi rating 5 bintang dari 5 bintang","Terimakasih halodoc, dokternya jg ramah"
"Rusmiyati Wiyoto 22 Maret 2021 	","Rusmiyati Wiyoto","22 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Respon Dokter Baik, Chat cepat dibalas, konsultasi dimana saja dan kapan saja jadi mudah 🥰"
"Loura Rorimpandey 13 April 2021 	","Loura Rorimpandey","13 April 2021","Diberi rating 5 bintang dari 5 bintang","Cepat penanganan. Mantap.."
"arum sari 1 Maret 2021 	","arum sari","1 Maret 2021","Diberi rating 4 bintang dari 5 bintang","Hehe 4 dulu yaa, soalnya tadi saya mau pembayaran debit BNI ternyata ngga ada suportnya Terpaksa pake mandiri"
"Nurul Hasna 17 Maret 2021 	","Nurul Hasna","17 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Bbrp kali menggunakan aplikasi halodoc.. fast response...pelayanan yang cepat dan...sukses terus👍👍"
"Lobbang Sude 3 April 2021 	","Lobbang Sude","3 April 2021","Diberi rating 1 bintang dari 5 bintang","Aplikasi rongsokan,, kita cari obat Driver gojek diarahkan ke apotik yang tutup,"
"audrey sulistya 19 April 2021 	","audrey sulistya","19 April 2021","Diberi rating 4 bintang dari 5 bintang","Untuk konsul ke tht sih langsung direspon dan dikasih resep....bagus smga lekas sembuh"
"Rani Setiawati 11 Maret 2021 	","Rani Setiawati","11 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya merespon dengan baik dan cepat dan detail utk konsultasi nya yang kita tanyakan sangat 👍"
"Durrotun Nasihah 14 Februari 2021 	","Durrotun Nasihah","14 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Dokternya sangat baik dan nyaman dalam memberikan konsultasi. Semoga makin di perbarui lagi"
"Vinstar Official 3 Maret 2021 	","Vinstar Official","3 Maret 2021","Diberi rating 5 bintang dari 5 bintang","Oke mantab.. gak susah lagi kalau mau berobat.. saya sudah 4x menggunakan aplikasi ini 👍🏻"
"Arin Destiani 10 Februari 2021 	","Arin Destiani","10 Februari 2021","Diberi rating 5 bintang dari 5 bintang","Aplikasi nya bagus, sangat membantu bila ingin beli obat gak perlu muter muter cari apotek sana sini. Terima kasih"
