rating,review
5,"Laptop ini bagus. slim dan enteng. Performanya juga bagus, belum buka aplikasi berat sih. Tapi, waktu buka file foto cepet banget. Nggak mau kalah sama komputer kantor yang i7 ram 16GB. Besok coba buat edit foto. Btw, untuk slot SD Card cuma bisa micro SD. Jadi buat fotografer yang pakai SD Card harus beli adapter lagi. Esel pengiriman cepet banget, ngga sampai 24 jam dalam kota Jakarta. packing pakai bubble. meski box sempat penyok dikit, tapi untungnya di bagian bawah. Penjual mesti wanti-wanti ke kurir untuk lebih hati-hati."
5,Tidak ada review
5,"Original, packingnya bagus."
5,barang mantap sesuai harapan dan tidak diragukan lagi
5,Mantap barang sesuai pesanan
5,Tidak ada review
5,Barangnya bagus
5,Produk mantap
5,Tidak ada review
5,"Terimakasih, Paketnya sudah diterima sesuai dengan pesanan. packingnya bagus namun klo boleh saran saat packing mohon gunakan packing dari kayu supaya saat proses pengiriman terhindar dr ke khawatiran benturan."
2,Tidak ada review
1,"Barang Datang Tepat Waktu, Tapi Gak Bisa Di Charge . Bagaimana Solusinya Ini? Mohon Pertanggung Jawabannya.."
5,Tidak ada review
5,barang diterima sesuai pesanan ...josss lazada thanks
5,Tidak ada review
2,lumayan tapi sayang lemoot dan belum download aplikasi batrenya cepet habis
5,Tidak ada review
5,tampa sidik jari tampa pen tampa led harga gak pernah bohong sesuia dengan ankanya makasih
5,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,keren abissss. Harga murah kualitas no murahaannnnn
5,Tidak ada review
1,Tidak ada review
5,Tidak ada review
5,Tidak ada review
5,Packing rapi dan pengiriman sangat cepat😊
5,"pengiriman cepat, semoga umurnya lama"
5,"real pict, tapi belom di coba😅"
3,"dari barang sih oke, cuma packingnya yalord.. biasanya gue beli barang kyk gini sama yg jualan itu dikasih safety kayu, tp ini cuma bubblewrap yg kecil. mudah2an dlmnya ga knp2.  😭😭😭😭"
5,Tidak ada review
5,Tidak ada review
5,"Overall, build-nya bagus; kokoh. Cuma kaget aja pas nyampe kok 17"", kirain 15"". :v Buat harganya, kayanya susah nemu laptop lain dengan spek sama. Dan yang paling ketara itu built-in speakers-nya. Ngga nyangka bisa denger bass yang lumayan jernih dan berdentum (untuk sekelas speaker laptop), apalagi kalo ditaro di atas meja kayu. Ya, ini speaker-nya ada di bawah keyboard, menghadap ke meja. Performa sih ya sesuai spek. Kalo pun ada kekurangan ya di baterenya. Untuk spek agak sangar begini emang ngga bakal bisa dipake maen game full power kalo ngga dicolok. Ada bonus backpack juga dan meski bonus, ini backpack serius. Bisa muat macem² ampe tablet segala diluar laptop ama kabel + adaptor...kalo perlu bawa laptop cooler 17"" juga hayuk. Bahannya juga bagus, padding cukup, ada 3 kantong dengan zipper di luar, dan ada tempat botol minum yang adjustable juga."
1,I can't login to activated this netbook because need password. I need help for this problem 😭😭😭
5,OK Sip ...
5,keren bro
5,cuman kabel power kurang bagus
5,"barang kondisi ok, respon cepat & sangat baik,"
5,Tidak ada review
5,"barang sampai tepat waktu sesuai target Lazada, barang sesuai spekyg ada sayangnya masih kosongan belum ada windows, tapi still ok...great Lazada"
5,"Pelayanannya sangat bagus, barang sesuai dengan yang dipesan dan pengiriman cepat sekali, pesan Jumat malam, Sabtu sore sudah sampai, mantapp !!"
5,Barang sampai lebih cepat dan dalam kondisi sangat baik. Sudah di test dan sejauh ini puas dgn performance-nya.
5,ok
3,Bonus nya bohong gak ada
