rating,review,aspect_category,word_count,avg_word
5,"'terima','kasih','cepat','respon','dokter','spog','resep','cocok'",Pelayanan,8,7.25
5,"'bagus','mantap'",Anekdot/Serbaneka,2,7.5
5,"'penjelasan','mengerti'",Pelayanan,2,11.0
4,'membantu',Anekdot/Serbaneka,1,10.0
5,"'pertanyan','lugas'",Pelayanan,2,9.0
5,"'senang','konsultasi','mudah'",Anekdot/Serbaneka,3,9.0
1,"'daftar','gagal','sinyal','lancar'",Sistem,4,7.75
5,"'semoga','anak','cocok','obat','dokter','anak','resepkan'",Anekdot/Serbaneka,7,7.285714285714286
5,"'membantu','mudah','mantap','pokonya'",Anekdot/Serbaneka,4,8.5
5,"'pelayanan','cepat'",Pelayanan,2,9.0
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'aplikasi','membantu','terima','kasih','halodoc'",Anekdot/Serbaneka,5,8.8
5,"'memudahkan','pandemi'",Pelayanan,2,10.5
1,"'pelan','dibuka','ngelag'",Anekdot/Serbaneka,3,7.666666666666667
5,"'praktis','antre','dokter','cepat','respon'",Sistem,5,7.8
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'dokter','ramah','cepat','respon','terima,kasih'",Pelayanan,6,7.166666666666667
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'beli','obat','jam','gampang','ribet','terima,kasih','halodoc'",Anekdot/Serbaneka,8,6.875
5,"'pakai','konsultasi','hasil','bagus'",Anekdot/Serbaneka,4,8.25
5,"'pelayanan','prima'",Pelayanan,2,9.0
5,"'membantu','kondisi','penyakit'",Anekdot/Serbaneka,3,9.666666666666666
5,"'membantu','disat','situasi','pandemi','sat'",Pelayanan,5,8.0
5,'membantu',Pelayanan,1,10.0
5,'oke',Anekdot/Serbaneka,1,5.0
5,'membantu',Pelayanan,1,10.0
5,"'dokter','cepat','tangap','mendengarkan','keluhan'",Pelayanan,5,9.2
5,"'membantu','disat','sukses','halodoc'",Anekdot/Serbaneka,4,8.5
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,"'respon','dokter','ramah','cepat','semoga','sukses'",Pelayanan,6,7.666666666666667
5,'membantu',Pelayanan,1,10.0
5,"'aplikasi','dibutuhkan','rs'",Anekdot/Serbaneka,3,8.666666666666666
5,'membantu',Pelayanan,1,10.0
5,"'memuaskan','cepat','obat','apapun','tersedia'",Pelayanan,5,8.4
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membatu',Pelayanan,1,9.0
5,"'halodock','membantu','sat','sakit'",Pelayanan,4,8.0
5,'membantu',Pelayanan,1,10.0
1,"'mengunakan','metode','perbayar','yok'",Anekdot/Serbaneka,4,8.75
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,"'membantu','berobat','pandemi'",Pelayanan,3,9.333333333333334
5,'membantu',Pelayanan,1,10.0
4,"'terima','kasih','dokter','ramah'",Pelayanan,4,7.5
5,"'aplikasi','membantu','apalg','disat','pandemi'",Anekdot/Serbaneka,5,8.6
5,"'layanan','konsultasi','kesehatan','gercep','sederhana'",Pelayanan,5,10.2
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,'membantu',Pelayanan,1,10.0
5,"'membantu','sat','pandemi'",Anekdot/Serbaneka,3,8.0
5,"'cepat','praktis'",Anekdot/Serbaneka,2,8.0
5,"'membantu','pandemi'",Pelayanan,2,9.5
4,"'seru','sih','ngobrol','bareng','dokter','teman','curahan,hati'",Pelayanan,8,7.0
4,"'dokter','ramah','puas','solusinya'",Pelayanan,4,8.0
5,'membantu',Pelayanan,1,10.0
5,'membanty',Pelayanan,1,10.0
5,"'sat','membantu','pandemi','dokter','bagus'",Anekdot/Serbaneka,5,7.8
5,"'mantap','mbantu','adan','darurat'",Anekdot/Serbaneka,4,7.75
5,"'sngat','puas','dokter','kasih','arahan','terima,kasih'",Pelayanan,7,7.0
5,"'puas','pelayanan','semoga','berkah','sehat'",Pelayanan,5,8.0
5,"'obat','dokter','manjur','terima,kasih','dok'",Anekdot/Serbaneka,6,6.666666666666667
5,"'dokter','ramah','perhatian','terima,kasih','halodoc'",Pelayanan,6,8.0
5,"'membantu','pandemin'",Anekdot/Serbaneka,2,10.0
5,"'membantu','dokter','ramah'",Anekdot/Serbaneka,3,8.333333333333334
5,"'terbantu','pandemi','masi','takut','rs'",Anekdot/Serbaneka,5,7.2
5,"'ramah','respon','cepat','terima,kasih'",Pelayanan,5,7.0
5,"'singkat','padat','gapake','chat','dokter','spesialis'",Pelayanan,6,8.166666666666666
5,"'membantu','sat','situasi','bgni'",Anekdot/Serbaneka,4,7.5
5,"'ah','nyaman','dokter','suka','deh'",Anekdot/Serbaneka,5,6.2
5,"'respon','dokter','cepat','detail','pengiriman','obat','agt','cepat'",Pelayanan,8,7.625
5,"'respon','dokter','aplikasi','membantu','pasien'",Pelayanan,5,8.8
5,"'membantu','pandemi','sih','demam'",Anekdot/Serbaneka,4,7.75
5,"'membantu','aplikasi'",Anekdot/Serbaneka,2,10.0
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'membantu','terima','kasih','halodoc'",Anekdot/Serbaneka,4,8.5
5,"'terima,kasih','kasih','bantuan','halo','dok'",Anekdot/Serbaneka,6,6.666666666666667
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'membantu','mengunakan','halodoc','dokter'",Anekdot/Serbaneka,4,9.75
5,"'pelayanan','bagus','obat','cepat'",Pelayanan,4,7.75
5,'membantu',Anekdot/Serbaneka,1,10.0
5,'membantu',Anekdot/Serbaneka,1,10.0
1,"'alhamdulilah','pakai','halodoc','gratis','bayar'",Anekdot/Serbaneka,5,9.0
5,"'dokter','penjelasan','resep'",Pelayanan,3,9.0
5,"'membantu','kondisi','menentu'",Anekdot/Serbaneka,3,9.333333333333334
5,"'terbaik','membantu','pandemi'",Anekdot/Serbaneka,3,9.333333333333334
5,"'membantu','rumah','terima,kasih'",Anekdot/Serbaneka,4,7.5
5,"'suka','dokter','aplikasi','halodoc'",Anekdot/Serbaneka,4,8.25
5,"'membantu','dikala','pendemi'",Anekdot/Serbaneka,3,9.0
5,'membantu',Anekdot/Serbaneka,1,10.0
5,"'dokter','ramah','respon','cepat','koperatif'",Pelayanan,5,8.2
5,"'dokter','ramah','ramah','detail'",Pelayanan,4,7.5
5,"'membantu','kebutuhan','obat','thanks'",Anekdot/Serbaneka,4,8.75
5,"'bagus','menolong','terima','kasih'",Anekdot/Serbaneka,4,8.0
5,"'daftar','vaksin','tanggal','delapan','maret','menceknya'",Anekdot/Serbaneka,6,8.666666666666666
5,"'membantu','pandemi','terima,kasih','ksh'",Anekdot/Serbaneka,5,7.4
5,"'semudah','diklik','praktis','membantu'",Anekdot/Serbaneka,4,9.0
5,"'pelayanan','ramah','paham','bidangnya'",Anekdot/Serbaneka,4,9.0
4,"'bagus','aplikasi','pu','dokter','pribadi','terima,kasih','halodoc'",Anekdot/Serbaneka,8,7.5
5,"'memudahkan','konsultasi','rumah'",Pelayanan,3,10.333333333333334
5,"'membantu','pelayanan','dokter','memuaskan'",Pelayanan,4,10.0
