review,aspect_category,polarity
Sangat puas dengan pelayanan Halodoc Sangat baik untuk saya dan keluarga,Pelayanan,Positif
Kadang barangnya kosong,Anekdot/Serbaneka,Negatif
Solusi di saat pandemi,Anekdot/Serbaneka,Positif
Respon dokter cepat Penyampaian padat dan jelas Puas dengan pelayanan di halodoc,Pelayanan,Positif
Kalo pas nemu dokter asyk ya asyik. Ada dokter super jutek juga lo....,Pelayanan,Negatif
Membantu sekali,Anekdot/Serbaneka,Positif
Simple dan gak ribet.,Anekdot/Serbaneka,Positif
Terbantukan shg tdk perlu ke RS pada saat pandemi ini. Suka....n,Anekdot/Serbaneka,Positif
Baik sangat care,Anekdot/Serbaneka,Positif
Tdk bs installl sampe skrg dari hr minggu,Sistem,Negatif
"Konsultasi dokter ramah ,pengiriman obat super cepat, terimakasih",Pelayanan,Positif
Bisa memberikan surat keterangan sakit dari dokter untuk tempat bekerja?,Anekdot/Serbaneka,Positif
Dokernya ramah2 sekali. Chat jam 3 pagi juga dilayani dengan baik,Pelayanan,Positif
"Fast respon Dokternya, ditanya kondisi, diberi arahan dan resep obat",Pelayanan,Positif
Sangat membantu sekali,Anekdot/Serbaneka,Positif
"Dokternya mantap, hanya saja wilayah untuk pengantaran obat kurang luas",Pelayanan,Negatif
"Praktis, sangat membantu dikala ngga bisa keluar rumah/kantor",Anekdot/Serbaneka,Positif
Sangat membantu,Anekdot/Serbaneka,Positif
Saya puas sekali membuat kita lebih mudah untuk konsultasi kke dokter,Anekdot/Serbaneka,Positif
Responnya cepat ...,Anekdot/Serbaneka,Positif
Senang konsultasi disini. Gak perlu anti dan khawatir ada contact,Pelayanan,Positif
sangat membantu sekali,Anekdot/Serbaneka,Positif
Pengiriman nya cepat,Anekdot/Serbaneka,Positif
Sangat membantu dengan cepat kebutuhan obat obatan dan konsultasi kesehatan,Anekdot/Serbaneka,Positif
Selamat pagi sertifikat tidak bisa dibuka pada vaksin 1,Anekdot/Serbaneka,Negatif
Sangat membantu. Thx,Anekdot/Serbaneka,Positif
Sangat membantu sekali ya Di tengah pandemi seperti ini,Anekdot/Serbaneka,Positif
"Terima kasih halodoc , sangat membantu sekali saat pandemic .🙏",Anekdot/Serbaneka,Positif
Sangat membantu sekali,Anekdot/Serbaneka,Positif
Sangat membantu 👍👍,Anekdot/Serbaneka,Positif
Terimakasih halodoc saya komplain dan cs nya cepat menanggapi 🙏,Anekdot/Serbaneka,Positif
Sangat membantu sekali,Anekdot/Serbaneka,Positif
Baru minta chat ga d bls sm dokternya eh saldo tetap di kurang in.. Dodol. Emang,Anekdot/Serbaneka,Negatif
Sangat membantu,Anekdot/Serbaneka,Positif
"Baru pertama kali pakai aplikasi ini, cukup lancar & informatif",Anekdot/Serbaneka,Positif
Keren praktis terpercaya,Anekdot/Serbaneka,Positif
Amat sangat membantu,Anekdot/Serbaneka,Positif
"Aplikasi yg sangat membantu sekali, jika kondisi sedang bedrest",Sistem,Positif
Dokternya bsa menjelaskan dgn baik dan semoga anak saya lekas sembuh,Pelayanan,Positif
Aplikasi dan layanan hallo doc sangat membantu sekali smga smkin sukses ya,Sistem,Positif
"Aplikasi yg sangat membantu... respon cepat, pengiriman cepat",Sistem,Positif
Aplikasi ini sangat membantu bagi pasien yang tidak bsa berpegian,Sistem,Positif
"Dokternya baik, penjelasannya sangat jelas dan sangat membantu",Pelayanan,Positif
Terimakasih.halodoc mudah mudahan cepet sembuh penyakit saya.,Anekdot/Serbaneka,Positif
Pelayanan yang sangat baik .. trmksh dokter hallodoc,Pelayanan,Positif
Sangat cepat dan bagus,Anekdot/Serbaneka,Positif
Sangat membatu sx...,Anekdot/Serbaneka,Positif
"Aplikasi yg banyak manfaatnya, bagus dan sangat mudah di gunakan",Anekdot/Serbaneka,Positif
Seneng banget bisa curhat dada plong rasa nya...thanks dr thanks halo doc,Anekdot/Serbaneka,Positif
Terimakasih sangat membantu sekali di saat pandemi seperti ini.,Anekdot/Serbaneka,Positif
pelayanannya sangat memuaskan dan petugasnya sangat ramah.Terima kasih Halodoc,Pelayanan,Positif
Sangat2 membantu & membuat saya tenang dengan informasi & solusinya,Anekdot/Serbaneka,Positif
Dokter hewan nya ramah bgttt,Pelayanan,Positif
"Sangat membantu disaat pendemi skg ini,krn utk ke rs msh was was.",Anekdot/Serbaneka,Positif
"FAST RESPON,Dokter nya juga ramah & ngejelasin secara detail",Anekdot/Serbaneka,Positif
Apk bagus tapi tidak untuk wilayah Lombok barat.,Sistem,Negatif
"Sangat membantu, apalagi di masa pandemi seperti sekarang ini",Anekdot/Serbaneka,Positif
"Saya kira chat dengan dokter gratis, tak tau nya semua bayar 😂😂",Harga,Negatif
Sangat membantu dan semua dokternya cukup jelas dan sabar.,Anekdot/Serbaneka,Positif
App yg sangat membantu Palagi dalam kondisi pandemi seperti ini Semua RS jd rujukan Copid,Sistem,Positif
"Informasi dan advise nya sangat membantu, terima kasih dok",Anekdot/Serbaneka,Positif
Ok sangat membantu tidak perlu keluar rumah untuk menemui dokter,Anekdot/Serbaneka,Positif
Halo doc.gmn kok sy sdh byr gopay tp docternya tdk merespon terus dikemanain duit gopay sy.kok sy hrs byr terus klo mau ganti docter.gmn dong,Anekdot/Serbaneka,Negatif
Membantu sekali..,Anekdot/Serbaneka,Positif
Knp pembayaran gagal uang udh kepotong nanya k dokter nya kagak ... ah ga beres !,Sistem,Negatif
"Bagus sekali, sangat membantu di masa pandemic seperti ini",Anekdot/Serbaneka,Positif
Mantaap sangat membantu sekali terimakasih semoga makin sukses,Anekdot/Serbaneka,Positif
Membantu saat tidak bisa keluar untuk membeli obat langsung.,Anekdot/Serbaneka,Positif
"Mantap, sangat responsif aplikasinya, nggak lambat loading",Pelayanan,Positif
Sangat membantu apalagi disaat yang saat mendesak,Pelayanan,Positif
Memudahkan..trimakasih atas layanannnya..,Pelayanan,Positif
Ok sangat membantu,Pelayanan,Positif
"Mantap, aplikasi ini cepat tanggap. Terima kasih halodoc",Anekdot/Serbaneka,Positif
Pelayanan dan respon dokter serta apotik sangat baik dan cepat,Pelayanan,Positif
Sangat membantu pada saat pandemi saran responsif,Anekdot/Serbaneka,Positif
Ok banget dokternya,Pelayanan,Positif
Saya sangat puas konsultasi di aplikasi haldoc layanannya cepat,Anekdot/Serbaneka,Positif
Sdh ketemu. Kalo bisa pengembangan bisa video call keren,Anekdot/Serbaneka,Positif
Barang selalu gak ada padahal sudah bayar.. respon jelek,Anekdot/Serbaneka,Negatif
Terimakasih dengan ada nya aplikasi ini saya sangat terbantu,Anekdot/Serbaneka,Positif
"Bagus, pengiriman pesanan cepat. Banyak diskon huhuhu",Anekdot/Serbaneka,Positif
Pelayanan baik dan cepat. Kirim juga cepat.terima kasih,Pelayanan,Positif
"Dokternya baik dan tdk ribet, kami tdk hrs keluar rumah",Pelayanan,Positif
dokternya cepat tanggap.....dan ramah serta memuaskan ..,Pelayanan,Positif
Dr nya baik . Mau menjawab semua pertanyaan dengan sabar,Pelayanan,Positif
Sangat memudahkan,Anekdot/Serbaneka,Positif
Sangat membantu dg kondisi yg sibuk ditambah pandemi,Anekdot/Serbaneka,Positif
Penyelamat dikala obat yg dicari di apotik terdekat kosong. 👍👍,Anekdot/Serbaneka,Positif
Terima kasih halodoc. Semoga semakin maju dan terus berkembang.,Anekdot/Serbaneka,Positif
Udah donwload resep digital tapi gak ada di di document padahal keterangannya udah terunduh masuk di document 😥,Sistem,Negatif
Aplikasi yang sangat membantu dan memudahkan masyarakat,Sistem,Positif
"Membantu, meringankan beban walau saya sedang di rumah",Anekdot/Serbaneka,Positif
"Udah 2x konsultasi disini, semoga selalu menjadi baik",Anekdot/Serbaneka,Positif
"Oke, bs dicoba",Anekdot/Serbaneka,Positif
Sangat membantu dalam mencari informasi tentang kesehatan. Terimakasih,Anekdot/Serbaneka,Positif
"Sangat amat membantu...seneng deh, Terimakasih Halodoc",Anekdot/Serbaneka,Positif
"Cepat di tanggapi, puas konsultasi di halodoc terima kasih",Pelayanan,Positif
Sangat bermanfaat,Pelayanan,Positif
Nunggu dokter chat lama benerr padahal udàh bayar registrasi,Anekdot/Serbaneka,Negatif
Membantu dalam pembelian obat dan konsultasi dengan dokter,Anekdot/Serbaneka,Positif
Mantaps cepet sampe obatnya..,Pelayanan,Positif
"Bagus, membantu",Anekdot/Serbaneka,Positif
Prabayar menggunakn Ovo.. gimna mau Komen ke dokter nya. Hu payah.,Sistem,Negatif
Ribet ini aplikasi. Nyambungin ke gopay aja susah banget,Sistem,Negatif
Sangat bermanfaat. Bagus sekali aplikasinya,Anekdot/Serbaneka,Positif
"Luar biasa aplikasi ini, inovasi anak bangsa yang sangat hebat. Sangat membantu masyarakat Indonesia untuk mempermudah mendapatkan akses layanan kesehatan. Fitur - fiturnya sangat membantu, Apa lagi ditengah pandemi ini. Aplikasi Halodoc sangat membantu bisa berobat tanpa harus datang dan mengantri ...
Ulasan Lengkap",Anekdot/Serbaneka,Positif
"semoga bisa membantu,",Anekdot/Serbaneka,Positif
Alhamdullilah .... Aplikasi yang sangat bagusss...,Anekdot/Serbaneka,Positif
Bagus aplikasinya,Anekdot/Serbaneka,Positif
Keren deh aplikasi halodoc.. Bisa untuk keadaan urgent..,Anekdot/Serbaneka,Positif
Lumayan membantu,Anekdot/Serbaneka,Positif
Puas sekali berkonsultasi dengan dokter di hallo dok.,Pelayanan,Positif
Sangat memuaskan,Anekdot/Serbaneka,Positif
Sangat bermanfaat,Anekdot/Serbaneka,Positif
"Aplikasi ini sangat membantu sekali,terima kasih halodoc 👍👍",Anekdot/Serbaneka,Positif
sangat membatu.,Anekdot/Serbaneka,Positif
Ngomong2 Halodoc tidak menyediakan Kelender Menstruasi lagi ya?,Anekdot/Serbaneka,Negatif
membantu sekali,Anekdot/Serbaneka,Positif
"Terima kasih fast respon, dokter spog dan resepnya cocok 😊🙏🏻",Pelayanan,Positif
"Bagus mantap, waktunya kalau bisa di tambah lagi.",Anekdot/Serbaneka,Positif
Penjelasan yang di berikan cukup di mengerti,Pelayanan,Positif
membantu sekali,Anekdot/Serbaneka,Positif
Semua pertanyaan di jawab dengan lugas dan jelas,Pelayanan,Positif
Senang sekalii akhirnya saya bisa konsultasi dengan mudah,Anekdot/Serbaneka,Positif
"Ga bisa daftar, gagal terus. Padahal sinyal lancar",Sistem,Negatif
Semoga anak saya cocok dengan obat yg dokter anak resepkan,Anekdot/Serbaneka,Positif
"Sangat membantu, mudah digunakan..mantapp pokonya",Anekdot/Serbaneka,Positif
Pelayanan cepat,Pelayanan,Positif
sangat membantu..,Anekdot/Serbaneka,Positif
Aplikasi yang sangat membantu. Terima kasih Halodoc!,Anekdot/Serbaneka,Positif
Memudahkan di kala pandemi,Pelayanan,Positif
Lemot ga bisa dibuka ngelag,Sistem,Negatif
"Praktis, tdk usah antri ke dokter. Cepat respons",Sistem,Positif
Sangat membantu!,Anekdot/Serbaneka,Positif
Dokternya ramah dan cepat respon. Makasih,Pelayanan,Positif
Cukup membantu,Anekdot/Serbaneka,Positif
Beli obat 24jam jadi gampang tanpa ribet ..makasih halodoc 💝,Anekdot/Serbaneka,Positif
Baru pake sekali buat konsul dan hasilnya bagus banget,Anekdot/Serbaneka,Positif
Pelayanan prima,Pelayanan,Positif
membantu sekali dalam mengetahui kondisi awal penyakit,Anekdot/Serbaneka,Positif
sangat membantu sekali disaat situasi pandemi saat ini,Pelayanan,Positif
Sangat membantu👌👌👌,Pelayanan,Positif
Sejauh ini oke,Anekdot/Serbaneka,Positif
Sangat membantu,Pelayanan,Positif
Dokter nya cepat tanggap dan mau mendengarkan keluhan,Pelayanan,Positif
Membantu disaat yang tepat. Sukses terus halodoc.,Anekdot/Serbaneka,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Respon dokter ramah dan cepat. Semoga sukses selalu😊,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Aplikasi yg sangat dibutuhkan tanpa harus datang ke RS,Anekdot/Serbaneka,Positif
Sangat membantu,Pelayanan,Positif
"Memuaskan , cepat sampai dan obat apapun tersedia",Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membatu,Pelayanan,Positif
Halodock sangat membantu sekali di saat kita LG sakit,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Kayak apa cara menggunakan metode tanpa perbayar yok?,Anekdot/Serbaneka,Negatif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Wah sangat membantu dalam berobat di masa pandemi ini,Pelayanan,Positif
Sangat membantu,Pelayanan,Positif
Terima kasih banyak buat dokternya yg baik dan ramah.,Pelayanan,Positif
Aplikasi sangat membantu apalg disaat pandemi sprti ini. 👍👍👍👍👍,Anekdot/Serbaneka,Positif
Layanan konsultasi kesehatan yg gercep dan simpel banget,Pelayanan,Positif
Sangat membantu 🙏,Pelayanan,Positif
Sangat membantu 🙏,Pelayanan,Positif
sangat membantu,Pelayanan,Positif
Membantu sekali apalagi di saat pandemi seperti ini,Anekdot/Serbaneka,Positif
Cepat dan.praktis,Anekdot/Serbaneka,Positif
Sangat membantu apalagi di masa pandemi seperti ini,Pelayanan,Positif
Seru sih ngobrol bareng dokternya jadi ada temen curhat😭🤣🥺,Pelayanan,Positif
Dokter nya baik ramah dan cukup puas atas solusinya,Pelayanan,Positif
sangat membantu,Pelayanan,Positif
Sangat membanty,Pelayanan,Positif
Saat membantu di masa pandemi. Dokternya bagus²,Anekdot/Serbaneka,Positif
Mantaappp dan sangat mbantu dalam ke adaan darurat,Anekdot/Serbaneka,Positif
Saya sngat puas dengan dokter yg kasih arahan trimakasih,Pelayanan,Positif
Puas dgn pelayanannya Semoga berkah dan sehat selalu,Pelayanan,Positif
Obat dari dokternya sangat manjur makasih dok🙏,Anekdot/Serbaneka,Positif
"Dokternya ramah dan sgt perhatian, trimakasih halodoc",Pelayanan,Positif
"Amat sangat membantu, terutama di kala pandemin",Anekdot/Serbaneka,Positif
Membantu sekali dan dokternya juga ramah²,Anekdot/Serbaneka,Positif
sangat terbantu di masa pandemi gini buat yg masi parno ke rs,Anekdot/Serbaneka,Positif
Dr. ramah..respons cepat..terimakasih,Pelayanan,Positif
Singkat padat jelas gapake lama chat sama dokter spesialis👍🏼,Pelayanan,Positif
Sangat membantu di saat situasi sperti bgni,Anekdot/Serbaneka,Positif
Ah....nyaman bgt dokternya. Suka deh,Anekdot/Serbaneka,Positif
Respon dokter cepat dan detail..dan pengiriman obat agt cepat,Pelayanan,Positif
Respon dokternya baik2....Aplikasi sangat membantu pasien,Pelayanan,Positif
Sangat membantu ketika pandemi dan si kecil demam,Anekdot/Serbaneka,Positif
Bener2 membantu sekali dengan adanya aplikasi ini,Anekdot/Serbaneka,Positif
Sangat membantu,Anekdot/Serbaneka,Positif
Sangat membantu sekali. Terima kasih halodoc...,Anekdot/Serbaneka,Positif
"Trima kasih,atas bantuannya hello dok",Anekdot/Serbaneka,Positif
Sangat membantu,Anekdot/Serbaneka,Positif
Sangat membantu dgn menggunakan Halodoc-Dokter.,Anekdot/Serbaneka,Positif
Pelayanannya bagus... obatnya jg cepat nyampenya....,Pelayanan,Positif
Sangat membantu,Anekdot/Serbaneka,Positif
Sangat membantu,Anekdot/Serbaneka,Positif
Alhamdulillah dulu pakai halodoc gratis dan sekarang bayar,Anekdot/Serbaneka,Positif
Dokter nya jelas penjelasannya dan mendapat resep juga,Pelayanan,Positif
Sangat membantu dalam kondisi yg tak menentu ini.,Anekdot/Serbaneka,Positif
The best 👍👍👍 membantu sekali di mada pandemi seperti ini 😍,Anekdot/Serbaneka,Positif
Sangat membantu tidak perlu keluar rumah Makasih,Anekdot/Serbaneka,Positif
Bagaimana cara Like dokter di aplikasi halodoc?,Anekdot/Serbaneka,Positif
Sangat membantu dikala pendemi seperti ini,Anekdot/Serbaneka,Positif
Sangat membantu.,Anekdot/Serbaneka,Positif
"Dokternya ramah, respon cepat dan kooperatif",Pelayanan,Positif
Dokternya ramah2 dan sangat menjelaskan secara detail,Pelayanan,Positif
Sangat membantu kebutuhan obat. Tks,Anekdot/Serbaneka,Positif
"Bagus sekali sangat menolong, terima kasih .. 🥰",Anekdot/Serbaneka,Positif
Saya sdh daftar vaksin tgl 28 Maret bagaimana menceknya,Anekdot/Serbaneka,Negatif
Sangat membantu di masa pandemi ini..trima ksh,Anekdot/Serbaneka,Positif
"Semudah diklik, praktis dan sangat membantu👌",Anekdot/Serbaneka,Positif
Pelayanannya ramah . Paham dengan bidangnya,Anekdot/Serbaneka,Positif
bagus aplikasi nya terasa punya dokter pribadi terimakasih halodoc,Anekdot/Serbaneka,Positif
sangat memudahkan konsultasi tanpa keluar rumah,Pelayanan,Positif
Sangat membantu dan pelayanan dokter memuaskan,Pelayanan,Positif
